,ID,name,category,main_category,currency,deadline,launched,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,timeline,duration
159063,1808952850,Hatching Bluebird Cakery: Gourmet Cupcakes,Restaurants,Food,USD,2015-10-06 00:00:00,2015-08-08 02:11:00,successful,184,US,29077.0,29077.0,25000.0,58,58
159367,1810468486,Bring New Ladino Music to Life,World Music,Music,USD,2011-12-20 00:00:00,2011-10-26 18:25:00,successful,188,US,13496.5,13496.5,12000.0,54,54
159495,1811160098,SmartWood - Smartphone Controlled DIY vehicles (Canceled),Design,Design,USD,2014-07-13 00:00:00,2014-05-14 08:44:00,canceled,134,US,10708.0,10708.0,50000.0,59,59
159705,1812175772,LUNA - a horror short film,Shorts,Film & Video,USD,2012-01-27 00:00:00,2011-11-28 19:53:00,successful,157,US,14540.99,14540.99,13500.0,59,59
159748,1812434228,Speakers Thinner Than Paper!  PVDF Piezo Film Technology,Technology,Technology,USD,2015-04-03 00:00:00,2015-02-02 16:17:00,canceled,411,US,29595.0,29595.0,73500.0,59,59
159782,1812605407,I AM STURGIS: The Movie,Documentary,Film & Video,USD,2015-05-30 00:00:00,2015-03-31 15:02:00,failed,205,US,40627.0,40627.0,350000.0,59,59
159783,1812609200,Yolkr - The incredible egg yolk separator,Product Design,Design,GBP,2013-03-10 00:00:00,2013-01-09 14:29:00,successful,2191,GB,69700.72,65383.55,22718.67,59,59
159848,1812936356,Put a wormhole on your wall,Digital Art,Art,USD,2012-09-11 00:00:00,2012-07-13 22:44:00,successful,332,US,9788.0,9788.0,650.0,59,59
160021,1813777677,VELLO BIKE+: the world's best electric folding bike,Product Design,Design,EUR,2016-11-07 00:00:00,2016-09-08 10:18:00,successful,278,AT,45543.24,513770.73,87232.44,59,59
160057,1813972970,The Mission,Technology,Technology,GBP,2016-06-22 00:00:00,2016-04-28 09:04:00,successful,116,GB,7370.38,6926.72,6852.04,54,54
160119,1814293365,Darien Brahms' New Recording Project!,Rock,Music,USD,2011-08-02 00:00:00,2011-06-03 14:12:00,successful,117,US,6280.0,6280.0,5000.0,59,59
160195,1814750843,Ships of years past - stop-motion film,Animation,Film & Video,USD,2014-05-27 00:00:00,2014-04-02 00:44:00,successful,180,US,11202.0,11202.0,10000.0,54,54
160282,1815252019,The Doris Encyclopedia,Nonfiction,Publishing,USD,2011-07-16 00:00:00,2011-05-18 16:15:00,successful,152,US,4741.5,4741.5,4000.0,58,58
160494,1816318745,BoardPass Bag: Tangle-Free solution for Apple accessories,Design,Design,NZD,2016-12-24 00:00:00,2016-10-25 17:00:00,successful,197,NZ,2773.5,20520.86,18776.08,59,59
160527,1816516646,Watches built from spaceborne rockets.,Design,Design,CHF,2017-05-30 00:00:00,2017-03-31 15:45:00,successful,1231,CH,145062.54,790880.4,41189.55,59,59
160611,1816975098,Gamebuino META,Hardware,Technology,EUR,2017-12-23 00:00:00,2017-10-24 19:44:00,successful,757,FR,3831.12,79557.94,39773.57,59,59
160703,1817474715,Contrail - Bicycle Community Tool,Product Design,Design,USD,2010-11-27 00:00:00,2010-09-23 06:51:00,successful,204,US,10325.0,10325.0,10000.0,64,64
160813,1817963624,Simple Hydration Water Bottle for Runners/Active Individuals,Product Design,Design,USD,2011-08-09 00:00:00,2011-06-10 21:10:00,successful,180,US,21180.0,21180.0,20000.0,59,59
160927,1818451022,Binary Dice,Games,Games,CAD,2015-04-02 00:00:00,2015-02-01 03:31:00,successful,378,CA,7896.97,7878.84,1186.33,59,59
161097,1819456241,Super-food Chocolate,Small Batch,Food,USD,2015-12-02 00:00:00,2015-10-06 15:55:00,successful,277,US,14198.0,14198.0,10000.0,56,56
161099,1819462806,PowerUp FPV - Live Streaming Paper Airplane Drone,Flight,Technology,USD,2016-01-09 00:00:00,2015-11-10 17:01:00,successful,2537,US,492204.0,492204.0,100000.0,59,59
161242,1820196553,DASH 3.0 : Premium Vegetable-Tanned Leather Wallet,Accessories,Fashion,USD,2014-05-17 00:00:00,2014-03-18 16:00:00,successful,2110,US,53681.0,53681.0,10000.0,59,59
161355,1820685778,THE SOLAR CHAMPION: Light a BILLION lives & the solar bulb!,Narrative Film,Film & Video,USD,2012-06-22 00:00:00,2012-04-23 04:58:00,successful,160,US,15549.0,15549.0,15000.0,59,59
161372,1820802187,Stop Motion Magazine - 1 Year Subscription,Print,Journalism,USD,2016-03-31 00:00:00,2016-01-31 20:32:00,successful,350,US,13144.0,13144.0,10000.0,59,59
161447,1821136220,"SPIRALINA Vegetable Spiraliser, 4 sizes Spaghetti & Ribbons",Product Design,Design,GBP,2015-07-06 00:00:00,2015-05-07 14:35:00,successful,292,GB,9595.95,9805.56,1241.41,59,59
161572,1821799012,Gr5 titanium Carabiner 25mm Split Second Keyring multi tool,Product Design,Design,AUD,2016-07-23 00:00:00,2016-05-25 03:43:00,successful,269,AU,10421.09,14947.38,751.77,58,58
161765,1822779262,Ferrite - Interactive Liquid Sculpture,Product Design,Design,USD,2012-02-04 00:00:00,2011-12-06 05:39:00,successful,341,US,49028.02,49028.02,30000.0,59,59
161783,1822864375,The Malformation of Health Care,Nonfiction,Publishing,USD,2012-09-19 00:00:00,2012-07-21 06:27:00,successful,120,US,5226.0,5226.0,4000.0,59,59
161789,1822888227,A Better Life,Art Books,Publishing,USD,2012-04-09 00:00:00,2012-02-09 05:37:00,successful,795,US,103538.67,103538.67,95000.0,59,59
161795,1822930738,Flat Plastic Miniatures 2,Tabletop Games,Games,USD,2017-02-03 00:00:00,2016-12-05 18:01:00,successful,452,US,2558.0,46456.0,30000.0,59,59
161962,1823739956,"""The Miniplex"" at Richards' Goat Tavern & Tea Room",Movie Theaters,Film & Video,USD,2014-09-01 00:00:00,2014-07-10 08:37:00,successful,156,US,11357.0,11357.0,9240.0,52,52
162188,1824986358,The LEXARK Comic Book,Comic Books,Comics,EUR,2016-07-16 00:00:00,2016-05-17 10:33:00,successful,419,IT,18934.09,23144.7,7709.76,59,59
162192,1824999787,"TAKU, The Monitor Stand PC Case",Hardware,Technology,USD,2017-07-28 00:00:00,2017-05-29 03:40:00,failed,138,US,17223.0,48051.0,100000.0,59,59
162196,1825020938,El Sistema USA Documentary,Documentary,Film & Video,USD,2012-09-23 00:00:00,2012-07-31 22:52:00,successful,337,US,72673.0,72673.0,50000.0,53,53
162219,1825183997,HOW DO YOU WRITE A JOE SCHERMANN SONG | a feature film Musical,Narrative Film,Film & Video,USD,2010-04-19 00:00:00,2010-02-04 19:24:00,successful,239,US,31101.0,31101.0,30000.0,73,73
162240,1825304555,"The Belt REINVENTED - 1 Leather Belt, 4 Different Styles",Design,Design,GBP,2017-11-18 00:00:00,2017-09-26 20:15:00,successful,229,GB,11849.38,28401.03,26653.87,52,52
162317,1825684304,Hendo Hoverboards - World's first REAL hoverboard,Technology,Technology,USD,2014-12-15 00:00:00,2014-10-21 06:49:00,successful,3169,US,510590.53,510590.53,250000.0,54,54
162478,182647,'86 Mets: The Movie,Documentary,Film & Video,USD,2014-08-22 00:00:00,2014-06-23 15:58:00,successful,340,US,51816.86,51816.86,50000.0,59,59
162530,1826746510,Trivae: Art and Function at Work in Your Kitchen,Product Design,Design,USD,2015-01-31 00:00:00,2014-12-02 13:26:00,successful,620,US,53931.0,53931.0,12500.0,59,59
162605,1827104043,Steadicam Volt Smartphone Stabilizer | Shake-Free Videos,Camera Equipment,Technology,USD,2017-03-06 00:00:00,2017-01-05 01:22:00,successful,6203,US,19352.0,1111638.0,100000.0,59,59
162642,1827301048,"Recording my first album! ""Write This Way""",Music,Music,USD,2013-05-18 00:00:00,2013-03-19 21:50:00,successful,132,US,13038.0,13038.0,12000.0,59,59
162711,1827670024,"""WORK MORE!"" wants to TOUR",Performance Art,Art,USD,2011-09-01 00:00:00,2011-07-05 22:41:00,successful,125,US,11504.0,11504.0,10000.0,57,57
162752,1827928590,Bring Ryan Landry's 'Greece!' to New York City!,Musical,Theater,USD,2017-11-01 00:00:00,2017-09-03 17:35:00,successful,140,US,780.0,30115.0,30000.0,58,58
162818,1828301877,Vulnerability is Sexy,Playing Cards,Games,USD,2016-06-14 00:00:00,2016-04-15 19:05:00,successful,187,US,27366.0,27366.0,20000.0,59,59
162827,1828347121,Modern Skirts New Album Release,Music,Music,USD,2010-06-29 00:00:00,2010-05-06 18:51:00,successful,104,US,8780.77,8780.77,8000.0,53,53
162870,1828533945,The Alpha Shovel: The Most Badass Shovel For Everyone,Product Design,Design,USD,2017-02-10 00:00:00,2016-12-13 16:03:00,successful,1166,US,28317.0,177496.11,15000.0,58,58
163023,1829351283,MICROMON: A Monster Capture Game for Mobile Devices,Video Games,Games,USD,2012-06-15 00:00:00,2012-04-16 15:17:00,failed,116,US,3828.0,3828.0,43000.0,59,59
163073,1829641886,Whom You Love: the biology of sexual orientation [relaunch],Documentary,Film & Video,USD,2012-10-26 00:00:00,2012-08-27 23:19:00,successful,238,US,25077.0,25077.0,23000.0,59,59
163093,1829734226,Smart Parka - The World's First Complete Winter Coat,Product Design,Design,CAD,2016-03-26 00:00:00,2016-01-26 14:02:00,successful,8805,CA,2305280.26,2500533.66,23027.33,59,59
163212,1830412546,"Kickstand Comics: Volumes 2, 3, and 4",Comics,Comics,USD,2011-12-15 00:00:00,2011-10-16 20:23:00,successful,660,US,44054.0,44054.0,18000.0,59,59
163314,1830924610,Cycling Wear: For Women By Women,Product Design,Design,USD,2017-01-10 00:00:00,2016-11-11 17:23:00,successful,119,US,7985.0,15989.0,10000.0,59,59
163454,1831771519,GoDrive: A Mobile On-The-Go USB Drive Micro SD Card Reader,Gadgets,Technology,USD,2014-12-17 00:00:00,2014-10-21 09:48:00,failed,207,US,4697.0,4697.0,40000.0,56,56
163519,1832103820,HelSTAR: The Wireless Helmet Brake & Signal Light,Technology,Technology,USD,2014-12-14 00:00:00,2014-10-15 00:16:00,failed,155,US,17611.0,17611.0,250000.0,59,59
163622,1832642046,Fuora Dance Project: it is time to meet us!,Performances,Dance,GBP,2014-12-08 00:00:00,2014-10-09 10:40:00,successful,141,GB,5558.07,5433.98,5184.2,59,59
163637,1832688725,The Lost Dungeons of Xon: An Innovative RPG Adventure,Tabletop Games,Games,USD,2015-04-27 00:00:00,2015-02-26 20:54:00,successful,808,US,13899.0,13899.0,500.0,59,59
163797,1833478568,New Album: Los Muertos TambiÃ©n Dejan Flores,Music,Music,MXN,2017-03-08 00:00:00,2017-01-07 17:30:00,successful,179,MX,1476.44,6695.04,6069.8,59,59
163828,183362371,"Binary Dice Set : D4, D6, D8, D12",Gaming Hardware,Games,CAD,2015-11-10 00:00:00,2015-09-11 23:31:00,successful,118,CA,4235.1,4218.71,4133.78,59,59
163940,1834254762,Delta Rae Debut FULL-LENGTH Album,Music,Music,USD,2011-08-26 00:00:00,2011-06-27 22:54:00,successful,293,US,28000.0,28000.0,20000.0,59,59
164053,1834783657,Super Strong Great Quality Reversible USB cable for iPhone,Product Design,Design,GBP,2015-10-03 00:00:00,2015-08-04 08:26:00,failed,123,GB,2996.11,2942.12,4601.86,59,59
164093,1834953621,"Cheri Keaggy's ""So I Can Tell"" Album Project",Pop,Music,USD,2011-10-08 00:00:00,2011-08-09 21:46:00,successful,165,US,24869.51,24869.51,23500.0,59,59
164131,1835181421,Back to Nashville! Studio Album #8,Music,Music,USD,2015-01-30 00:00:00,2014-12-05 20:58:00,successful,126,US,11713.0,11713.0,10000.0,55,55
164156,183534728,Strike - The Worldâ€™s First Smart Baseball,Hardware,Technology,USD,2017-02-03 00:00:00,2016-12-05 19:00:00,successful,269,US,3470.0,32749.0,25000.0,59,59
164193,1835500509,WOODEN WAND & THE BRIARWOOD VIRGINS LP,Music,Music,USD,2011-03-10 00:00:00,2011-01-04 00:19:00,successful,148,US,9153.92,9153.92,5500.0,64,64
164205,1835584607,Mysticism to Metal: Egypt Revealed Through Music,Radio & Podcasts,Publishing,USD,2011-05-30 00:00:00,2011-03-31 22:19:00,successful,106,US,14060.0,14060.0,12000.0,59,59
164223,1835710983,"John Elefante ""Come Alive"" A Kickstarter Project",Rock,Music,USD,2012-03-24 00:00:00,2012-01-24 02:01:00,successful,492,US,57040.0,57040.0,35000.0,59,59
164480,1837076239,SUPERBRASS - BRASS TAPS,Classical Music,Music,GBP,2013-06-15 00:00:00,2013-04-16 23:13:00,successful,163,GB,8897.97,8963.27,7722.96,59,59
164899,1839264129,"Gryphon â€“ Simple, Safe, Super-Fast WiFi for Modern Families",Technology,Technology,USD,2016-12-09 00:00:00,2016-10-18 15:31:00,successful,396,US,22427.0,67167.0,50000.0,51,51
164992,183973060,"Qto-X, a Magnetic Light Bar",Technology,Technology,USD,2017-01-27 00:00:00,2016-11-28 17:35:00,successful,723,US,578.0,40368.0,30000.0,59,59
165072,1840105532,Fish: A Boy in a Man's Prison (Feature Film),Narrative Film,Film & Video,USD,2012-10-28 00:00:00,2012-08-29 05:45:00,failed,157,US,28127.6,28127.6,100000.0,59,59
165226,1840766771,Never Give Up: The Miracle Behind the Miracle Bowl,Shorts,Film & Video,USD,2012-02-19 00:00:00,2011-12-21 14:37:00,failed,152,US,25536.0,25536.0,75000.0,59,59
165279,1841026631,Ageless Art - creative expression for elders with dementia,Film & Video,Film & Video,USD,2013-01-13 00:00:00,2012-11-14 07:56:00,canceled,130,US,11186.0,11186.0,100000.0,59,59
165295,1841087498,PREMature: An Original Drama Series,Television,Film & Video,GBP,2014-07-01 00:00:00,2014-05-06 01:35:00,successful,127,GB,59622.59,60573.28,60002.4,55,55
165687,1843011662,GOVO: The Most Functional and Durable Badge Holder & Wallet,Product Design,Design,USD,2017-10-08 00:00:00,2017-08-09 15:38:00,successful,3525,US,30457.0,152964.0,11000.0,59,59
165764,1843400832,Ultimate Hot Chilli Collection - Taste the real hotness!,Food,Food,EUR,2016-09-17 00:00:00,2016-07-19 10:52:00,successful,361,IT,104.02,14787.72,2803.51,59,59
165910,1844159727,Rogue Artists Presents Rosanna Riversoâ€™s Christmas Album,Music,Music,USD,2012-04-25 00:00:00,2012-02-25 15:41:00,successful,156,US,35035.0,35035.0,35000.0,59,59
165914,1844186687,Westside Vs The World,Documentary,Film & Video,USD,2017-09-05 00:00:00,2017-07-07 08:00:00,successful,1793,US,10810.0,137924.0,100000.0,59,59
165916,1844204417,Translating Dreams - The Origins of Lucid Dreaming Revealed,Nonfiction,Publishing,GBP,2014-06-30 00:00:00,2014-05-01 00:02:00,canceled,111,GB,6584.25,6713.41,30858.38,59,59
165930,1844306983,Blue Laser Lamp- with passive cooling technology,Gadgets,Technology,USD,2013-06-02 00:00:00,2013-04-03 02:50:00,successful,7367,US,502188.9,502188.9,250000.0,59,59
166077,1844899946,Dinosaur Eggs,Product Design,Design,USD,2016-05-07 00:00:00,2016-03-08 15:04:00,successful,332,US,14704.0,14704.0,5000.0,59,59
166213,1845517946,"""The Sun Juicer""  Ultralight  solar cooker assembly kit",Technology,Technology,USD,2014-07-01 00:00:00,2014-05-02 22:39:00,failed,170,US,13089.0,13089.0,75000.0,59,59
166302,1845915704,"MMPR -- a ""Mighty Morphin Power Rangers"" fan-film",Webseries,Film & Video,USD,2013-06-29 00:00:00,2013-05-03 22:33:00,successful,478,US,41907.0,41907.0,18500.0,56,56
166433,1846694224,Jetpack 2,Video Games,Games,USD,2012-09-09 00:00:00,2012-07-12 03:07:00,successful,502,US,13937.33,13937.33,10000.0,58,58
166528,184719202,Young World Inventors (dot) com,Webseries,Film & Video,USD,2011-08-24 00:00:00,2011-06-25 12:35:00,successful,103,US,8050.0,8050.0,8000.0,59,59
166556,1847343857,PHILIPPA - THE ABRAM WILSON FOUNDATION,Jazz,Music,USD,2012-08-25 00:00:00,2012-06-26 19:28:00,successful,205,US,18338.42,18338.42,7000.0,59,59
166668,1847884257,MCM Daily Media,Radio & Podcasts,Publishing,CAD,2016-10-02 00:00:00,2016-08-03 23:20:00,failed,245,CA,3263.75,9846.28,56514.2,59,59
166677,1847912830,Super - A 180 page graphic novel ,Comics,Comics,USD,2010-12-03 00:00:00,2010-09-04 00:51:00,failed,104,US,7390.65,7390.65,16000.0,89,89
166967,1849317368,The Oldest Living Things in the World,Photography,Photography,USD,2010-06-20 00:00:00,2010-03-28 01:24:00,successful,205,US,11893.0,11893.0,10000.0,83,83
166997,1849477203,O'Keefe Music Foundation Album,Music,Music,USD,2015-08-04 00:00:00,2015-06-05 18:21:00,successful,424,US,23185.0,23185.0,20000.0,59,59
167138,185015789,Rise and Shine: The Jay DeMerit Story,Documentary,Film & Video,USD,2011-07-18 00:00:00,2011-05-04 09:20:00,successful,1937,US,223422.16,223422.16,215000.0,74,74
167220,1850568025,Ai Weiwei: Never Sorry,Documentary,Film & Video,USD,2011-05-29 00:00:00,2011-03-29 00:05:00,successful,793,US,52175.12,52175.12,20000.0,60,60
167390,1851477672,The Worldâ€™s Best Music and Bluetooth Enabled Hoodie | Hiody,Sound,Technology,USD,2016-06-19 00:00:00,2016-04-20 21:04:00,canceled,132,US,12643.0,12643.0,45000.0,59,59
167407,1851600108,"Argleton: A story of maps, maths and motorways",Journalism,Journalism,USD,2010-07-29 00:00:00,2010-05-29 22:09:00,successful,150,US,4679.48,4679.48,2700.0,60,60
167571,1852472378,Star Trek: The Four Years War,Fiction,Publishing,USD,2014-11-06 00:00:00,2014-09-07 21:12:00,successful,232,US,11907.0,11907.0,1200.0,59,59
167609,1852643610,HELIX: Wearable Cuff with Stereo Bluetooth Headphones,Wearables,Technology,USD,2015-09-18 00:00:00,2015-07-20 09:03:00,successful,1865,US,264205.0,264205.0,100000.0,59,59
167637,1852791895,Brentford Football Club's 125 Anniversary Book,Nonfiction,Publishing,GBP,2015-09-30 00:00:00,2015-08-05 19:57:00,successful,177,GB,28275.42,27498.03,24267.43,55,55
167768,1853419841,Worlds smartest automotive Bluetooth plug-n-play computer,Technology,Technology,AUD,2016-09-19 00:00:00,2016-07-21 01:51:00,successful,149,AU,2411.92,32831.31,25872.47,59,59
167833,1853767190,FrackNation,Documentary,Film & Video,USD,2012-04-06 00:00:00,2012-02-06 15:01:00,successful,3305,US,212265.73,212265.73,150000.0,59,59
167996,185464976,LAUNCH:  How to Get Your Kids Through College Debt Free,Nonfiction,Publishing,USD,2016-03-18 00:00:00,2016-01-18 11:47:00,failed,157,US,8524.0,8524.0,30000.0,59,59
168158,1855485463,TWEAK,Product Design,Design,USD,2014-06-30 00:00:00,2014-05-01 19:01:00,successful,4526,US,78624.01,78624.01,14000.0,59,59
168283,1856142505,Sta-Tech Wallet : Slim Wallet and Universal Smartphone Tool.,Product Design,Design,USD,2013-11-09 00:00:00,2013-09-10 21:24:00,successful,364,US,9437.0,9437.0,5000.0,59,59
168380,1856643370,TiStand - rethink your keychain (Canceled),Product Design,Design,GBP,2014-01-28 00:00:00,2013-11-29 14:09:00,canceled,114,GB,2919.42,2947.23,8227.88,59,59
168601,1857690225,Disciples Of The Storm RTS,Video Games,Games,USD,2015-08-22 00:00:00,2015-06-23 07:25:00,failed,305,US,40553.0,40553.0,50000.0,59,59
168622,1857794294,Tainted Jewel,Fiction,Publishing,GBP,2017-06-06 00:00:00,2017-04-07 08:48:00,successful,124,GB,445.54,2081.85,1912.87,59,59
168759,1858508492,Roots of Rescue,Documentary,Film & Video,USD,2012-04-30 00:00:00,2012-03-09 22:49:00,successful,389,US,10471.73,10471.73,8800.0,51,51
168766,1858562326,Click to Donate to LANGSTON'S a new film by & 4 colored boys,Narrative Film,Film & Video,USD,2012-01-15 00:00:00,2011-11-16 06:02:00,failed,108,US,18298.0,18298.0,50000.0,59,59
168876,185907783,FV3805 Restoration project,Hardware,Technology,GBP,2015-10-02 00:00:00,2015-08-03 23:05:00,failed,452,GB,26631.97,25856.75,113753.56,59,59
168990,1859603781,HOPE - by Alexander von Wiedenbeck,Photobooks,Photography,EUR,2016-02-19 00:00:00,2015-12-21 22:23:00,successful,230,DE,37444.43,38478.52,33287.84,59,59
169216,1860682929,The Happiest Book and Photo Exhibition on Earth,People,Photography,AUD,2016-10-01 00:00:00,2016-08-03 05:10:00,successful,298,AU,43.34,30770.16,30321.41,58,58
169271,1860920445,Easy Drone - the first modular plug-and-fly aerial solution,Hardware,Technology,USD,2014-07-11 00:00:00,2014-05-12 16:32:00,successful,109,US,45627.85,45627.85,20000.0,59,59
169291,1861076693,The Dream-Quest of Unknown Kadath and Other Stories,Comics,Comics,USD,2011-11-08 00:00:00,2011-09-09 01:44:00,successful,314,US,19883.45,19883.45,10000.0,59,59
169310,1861150681,Pancake Breakfast: Â¡Our Debut Full-Length Record!,Indie Rock,Music,USD,2010-08-04 00:00:00,2010-05-06 05:52:00,successful,156,US,7990.11,7990.11,6000.0,89,89
169378,1861557580,Lana Del Rey Anthology,Anthologies,Publishing,GBP,2015-07-16 00:00:00,2015-05-17 21:07:00,successful,180,GB,10129.59,10043.82,3898.39,59,59
169471,1862061314,Cam Crate: DSLR Life Proof Camera Case,Product Design,Design,USD,2012-02-10 00:00:00,2011-12-12 23:55:00,successful,370,US,24601.47,24601.47,20000.0,59,59
169498,1862169613,Making our Mixtape: Recording an album with Jared Mahone,Indie Rock,Music,USD,2011-07-25 00:00:00,2011-05-21 05:00:00,successful,104,US,12000.0,12000.0,10000.0,64,64
169536,1862346526,MONDO 2000: An Open Source History,Publishing,Publishing,USD,2010-07-05 00:00:00,2010-04-06 02:13:00,successful,235,US,11998.86,11998.86,7500.0,89,89
169623,1862931137,The Full Stack Developer Bundle - Learn By Building 40+ Apps,Technology,Technology,USD,2016-11-12 00:00:00,2016-09-14 05:23:00,successful,843,US,732.0,37414.14,1500.0,58,58
169854,1864202416,The Vigilante,Shorts,Film & Video,USD,2012-06-12 00:00:00,2012-04-13 03:08:00,successful,146,US,72519.68,72519.68,70000.0,59,59
169865,1864259007,Xeko,Video Games,Games,USD,2012-07-21 00:00:00,2012-05-22 16:29:00,successful,973,US,257870.61,257870.61,250000.0,59,59
170091,1865375738,"JUICIES+ for iPhone, Android, BlackBerry and Windows Phones",Product Design,Design,USD,2013-11-01 00:00:00,2013-09-02 09:12:00,successful,7733,US,275621.69,275621.69,40000.0,59,59
170181,186582439,Weighitz: World's smallest smart scale!,Gadgets,Technology,USD,2015-10-18 00:00:00,2015-08-19 07:35:00,failed,235,US,23369.0,23369.0,50000.0,59,59
170269,1866271698,"""The End of Hunger"" - a 7 year documentary film that needs a final financial push!",Documentary,Film & Video,USD,2010-04-09 00:00:00,2010-02-08 18:33:00,successful,132,US,16785.0,16785.0,15000.0,59,59
170294,1866394158,I Love Therefore I Am - Documentary,Documentary,Film & Video,USD,2015-12-10 00:00:00,2015-10-19 19:07:00,successful,816,US,50928.53,50928.53,45000.0,51,51
170398,1866895932,"Puffin Spray - Super Hydrophobic, Water Repellent Spray",Product Design,Design,USD,2014-08-13 00:00:00,2014-06-14 21:53:00,successful,230,US,19381.0,19381.0,15000.0,59,59
170516,186752049,Faro Comics Supercon Special,Comic Books,Comics,USD,2017-06-11 00:00:00,2017-04-12 00:03:00,successful,107,US,1615.0,8391.0,2500.0,59,59
170575,1867756926,Ashes,Comics,Comics,USD,2013-04-27 00:00:00,2013-02-26 22:44:00,successful,142,US,6018.35,6018.35,5500.0,59,59
170586,1867803880,Witt Godden's DEBUT EP,Pop,Music,USD,2014-02-11 00:00:00,2013-12-13 00:13:00,successful,160,US,10330.0,10330.0,10000.0,59,59
170592,1867843224,SkogstrÃ¤dgÃ¥rden - odla Ã¤tbart Ã¶verallt,Nonfiction,Publishing,SEK,2017-12-31 00:00:00,2017-11-09 14:47:00,successful,234,SE,1804.03,18429.18,11638.45,51,51
170603,1867880513,XG Virtual Reality Headset,Technology,Technology,USD,2015-02-28 00:00:00,2015-01-05 00:57:00,successful,1229,US,86248.0,86248.0,20000.0,53,53
170639,1868043279,Q is for Queens,Art Books,Publishing,USD,2014-05-16 00:00:00,2014-03-17 17:13:00,successful,240,US,14088.0,14088.0,8000.0,59,59
170866,1869213180,Axis360: modular motion control for cameras,Product Design,Design,USD,2014-04-26 00:00:00,2014-02-25 13:03:00,successful,648,US,666456.25,666456.25,75000.0,59,59
171014,1869942487,Rocketbook Wave: Cloud Connected Microwavable Notebook,Product Design,Design,USD,2016-04-02 00:00:00,2016-02-03 17:59:00,successful,10992,US,574699.0,574699.0,20000.0,58,58
171269,1871172959,How to Lose Your Virginity,Documentary,Film & Video,USD,2010-07-02 00:00:00,2010-05-03 05:17:00,successful,202,US,12909.0,12909.0,10000.0,59,59
171310,187142531,Edward Lee's THE BIGHEAD - The Movie,Shorts,Film & Video,USD,2012-09-01 00:00:00,2012-07-10 20:18:00,successful,166,US,25974.0,25974.0,25000.0,52,52
171330,1871564064,Lil' Bunny Sue Roux on Two: The Adopted Two Legged Bunny-Cat,Crafts,Crafts,USD,2016-12-28 00:00:00,2016-10-29 18:59:00,successful,334,US,10078.0,14117.0,10000.0,59,59
171346,1871629494,Alice's Story: An Anti-Bullying Play,Theater,Theater,USD,2011-09-01 00:00:00,2011-06-03 00:42:00,successful,182,US,51320.99,51320.99,50000.0,89,89
171367,1871732784,The Rever: the worldâ€™s first affordable 3D printer for kids,3D Printing,Technology,USD,2015-12-11 00:00:00,2015-10-16 20:00:00,canceled,177,US,54440.0,54440.0,150000.0,55,55
171419,1871972101,Ballad of Genesis and Lady Jaye,Shorts,Film & Video,USD,2010-06-06 00:00:00,2010-03-09 04:05:00,successful,111,US,6799.0,6799.0,4000.0,88,88
171649,1873193974,PLAY AGAIN documentary,Documentary,Film & Video,USD,2010-05-29 00:00:00,2010-03-02 00:34:00,successful,134,US,5959.0,5959.0,5000.0,87,87
171694,187340428,Cold Fusion: A Steampunk Inspired Post Apocalyptic RPG,Video Games,Games,USD,2012-07-02 00:00:00,2012-05-09 02:43:00,failed,365,US,8436.77,8436.77,15000.0,53,53
171741,1873629463,EcoQube Frame: BEST vertical garden for veggies & succulents,Design,Design,USD,2017-05-12 00:00:00,2017-03-21 15:34:00,successful,2784,US,121077.18,148212.92,10000.0,51,51
171748,1873662538,Le Projectionniste,Shorts,Film & Video,GBP,2013-04-15 00:00:00,2013-02-14 10:00:00,successful,102,GB,5873.22,5748.54,5372.47,59,59
171799,1873918829,BULLET | World's Smallest LED Flashlight,Gadgets,Technology,USD,2016-02-19 00:00:00,2015-12-21 15:32:00,successful,12578,US,353317.0,353317.0,10000.0,59,59
171906,1874362504,"Fresh MOGICS Donut & Bagel - New Upgrades, Special Editions",Product Design,Design,USD,2017-12-16 00:00:00,2017-10-17 17:02:00,successful,2744,US,18825.0,140283.0,12000.0,59,59
171923,1874449547,"Bobby Bizz, The Best Business Briefcase and Backpack",Accessories,Fashion,EUR,2017-07-30 00:00:00,2017-05-31 08:16:00,successful,4058,NL,76200.26,379399.48,35604.08,59,59
172204,187579498,"BULLET 02 | World's Smallest Flashlight, Even Smaller.",Gadgets,Technology,USD,2017-04-22 00:00:00,2017-02-21 16:01:00,successful,7876,US,40326.0,280507.5,10000.0,59,59
172352,1876542853,SNITCH! (Canceled),Tabletop Games,Games,USD,2014-05-30 00:00:00,2014-04-01 04:36:00,canceled,214,US,13271.0,13271.0,15000.0,58,58
172543,1877574221,ET Mini: Make Entertainment Great Again!,Camera Equipment,Technology,AUD,2017-05-09 00:00:00,2017-03-10 13:53:00,suspended,405,AU,6446.96,102712.44,28828.35,59,59
172763,1878676383,Super Brain ?,Wearables,Technology,CAD,2016-08-19 00:00:00,2016-06-20 16:01:00,successful,555,CA,26049.48,55612.74,15571.47,59,59
172849,187915855,"YouTurn - Turn signal, Meet hand",Technology,Technology,USD,2011-09-25 00:00:00,2011-07-27 05:12:00,failed,194,US,12696.05,12696.05,50000.0,59,59
173026,1880054193,The Glue Looper - v4,Technology,Technology,USD,2017-05-16 00:00:00,2017-03-17 18:30:00,successful,240,US,13.0,7881.0,4000.0,59,59
